,customer_id,payment_type_id,internet_service_type_id,contract_type_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,internet_service_type,payment_type,churn_month,signup_date
3652,5161-UBZXI,4,2,3,Male,0,Yes,Yes,69,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,106.35,7261.75,No,Two year,Fiber optic,Credit card (automatic),,2016-04-21 18:07:34
3653,5161-XEUVX,2,2,3,Male,0,Yes,No,37,Yes,Yes,No,No,Yes,Yes,Yes,No,No,94.3,3460.95,No,Two year,Fiber optic,Mailed check,,2018-12-21 18:07:34
3654,5167-GBFRE,3,1,1,Male,1,No,No,4,No,No phone service,No,No,No,No,No,No,Yes,25.2,102.5,Yes,Month-to-month,DSL,Bank transfer (automatic),2022-01-31,2021-09-21 18:07:34
3655,5167-ZFFMM,4,2,1,Male,0,No,No,1,Yes,Yes,No,Yes,No,No,No,Yes,Yes,90.85,90.85,Yes,Month-to-month,Fiber optic,Credit card (automatic),2022-01-31,2021-12-21 18:07:34
3656,5168-MQQCA,3,2,2,Female,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,108.5,8003.8,No,One year,Fiber optic,Bank transfer (automatic),,2016-01-21 18:07:34
3657,5168-MSWXT,1,2,1,Male,0,Yes,Yes,8,Yes,No,No,No,Yes,No,Yes,Yes,Yes,94.75,759.55,No,Month-to-month,Fiber optic,Electronic check,,2021-05-21 18:07:34
3658,5170-PTRKA,4,1,2,Female,0,Yes,Yes,49,No,No phone service,Yes,No,No,Yes,No,No,Yes,35.8,1782,No,One year,DSL,Credit card (automatic),,2017-12-21 18:07:34
3659,5171-EPLKN,4,3,3,Male,0,No,No,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.85,470,No,Two year,None,Credit card (automatic),,2019-10-21 18:07:34
3660,5172-MIGPM,2,1,1,Male,0,No,No,4,Yes,Yes,No,No,No,Yes,No,Yes,No,65.55,237.2,No,Month-to-month,DSL,Mailed check,,2021-09-21 18:07:34
3661,5172-RKOCB,4,2,3,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,108.95,7875,No,Two year,Fiber optic,Credit card (automatic),,2016-01-21 18:07:34
3662,5173-WXOQV,2,1,1,Male,0,Yes,No,2,Yes,No,No,Yes,No,Yes,No,Yes,Yes,64.2,143.65,No,Month-to-month,DSL,Mailed check,,2021-11-21 18:07:34
3663,5173-ZXXXL,2,3,2,Male,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,47.7,No,One year,None,Mailed check,,2021-11-21 18:07:34
3664,5174-ITUMV,1,2,2,Male,0,Yes,Yes,67,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.4,6989.45,No,One year,Fiber optic,Electronic check,,2016-06-21 18:07:34
3665,5174-RNGBH,2,1,1,Female,0,No,No,9,Yes,No,No,Yes,No,Yes,Yes,No,No,66.25,620.55,Yes,Month-to-month,DSL,Mailed check,2022-01-31,2021-04-21 18:07:34
3666,5175-AOBHI,2,1,1,Female,0,No,No,4,Yes,No,No,No,No,No,No,No,Yes,46.0,193.6,Yes,Month-to-month,DSL,Mailed check,2022-01-31,2021-09-21 18:07:34
3667,5175-WLYXL,2,2,1,Male,0,No,No,22,Yes,Yes,No,Yes,No,No,No,No,Yes,78.85,1600.25,No,Month-to-month,Fiber optic,Mailed check,,2020-03-21 18:07:34
3668,5176-LDKUH,1,2,2,Female,0,No,No,48,Yes,No,No,Yes,No,No,No,No,No,75.15,3772.65,No,One year,Fiber optic,Electronic check,,2018-01-21 18:07:34
3669,5176-LMJXE,2,3,3,Female,0,No,No,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.55,945.7,No,Two year,None,Mailed check,,2018-02-21 18:07:34
3670,5176-OLSKT,3,1,3,Female,0,Yes,No,66,Yes,Yes,Yes,Yes,Yes,No,No,No,No,66.9,4370.25,No,Two year,DSL,Bank transfer (automatic),,2016-07-21 18:07:34
3671,5177-RVZNU,3,3,2,Female,0,No,Yes,37,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.3,755.4,No,One year,None,Bank transfer (automatic),,2018-12-21 18:07:34
3672,5178-LMXOP,1,2,1,Male,1,Yes,No,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.1,95.1,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
3673,5180-UCIIQ,2,1,1,Male,1,Yes,Yes,22,No,No phone service,Yes,No,No,No,No,Yes,No,40.05,880.2,Yes,Month-to-month,DSL,Mailed check,2022-01-31,2020-03-21 18:07:34
3674,5181-OABFK,4,1,3,Female,0,Yes,Yes,56,Yes,No,Yes,Yes,Yes,No,No,No,Yes,61.3,3346.8,No,Two year,DSL,Credit card (automatic),,2017-05-21 18:07:34
3675,5183-KLYEM,4,2,3,Female,0,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,112.75,8192.6,No,Two year,Fiber optic,Credit card (automatic),,2016-01-21 18:07:34
3676,5183-SNMJQ,4,2,1,Male,0,No,No,10,Yes,No,No,No,No,Yes,Yes,Yes,Yes,95.1,865.1,No,Month-to-month,Fiber optic,Credit card (automatic),,2021-03-21 18:07:34
3677,5186-EJEGL,2,1,1,Male,0,No,No,9,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,69.5,653.25,No,Month-to-month,DSL,Mailed check,,2021-04-21 18:07:34
3678,5186-PEIZU,3,3,1,Female,0,No,No,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.25,617.65,No,Month-to-month,None,Bank transfer (automatic),,2019-02-21 18:07:34
3679,5186-SAMNZ,3,2,1,Male,1,No,No,1,Yes,No,No,No,No,No,No,No,Yes,69.5,69.5,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),2022-01-31,2021-12-21 18:07:34
3680,5188-HGMLP,3,2,1,Male,1,Yes,No,54,Yes,Yes,No,No,No,No,No,No,No,74.0,3919.15,No,Month-to-month,Fiber optic,Bank transfer (automatic),,2017-07-21 18:07:34
3681,5192-EBGOV,1,2,1,Female,1,No,No,1,Yes,Yes,No,No,No,No,Yes,No,Yes,85.7,85.7,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
3682,5193-QLVZB,3,2,3,Male,0,No,No,63,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.75,6536.5,No,Two year,Fiber optic,Bank transfer (automatic),,2016-10-21 18:07:34
3683,5195-KPUNQ,2,2,2,Female,1,No,No,53,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,96.75,5206.55,No,One year,Fiber optic,Mailed check,,2017-08-21 18:07:34
3684,5196-SGOAK,1,2,1,Female,0,No,No,1,Yes,No,No,Yes,No,No,No,No,Yes,75.7,75.7,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
3685,5196-WPYOW,2,1,2,Male,0,Yes,Yes,67,Yes,No,Yes,Yes,No,Yes,No,No,No,60.05,3994.05,No,One year,DSL,Mailed check,,2016-06-21 18:07:34
3686,5197-LQXXH,4,1,3,Female,0,Yes,No,71,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,83.3,5894.5,No,Two year,DSL,Credit card (automatic),,2016-02-21 18:07:34
3687,5197-PYEPU,4,2,2,Female,0,Yes,Yes,42,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,94.45,3923.8,No,One year,Fiber optic,Credit card (automatic),,2018-07-21 18:07:34
3688,5197-YPYBZ,4,3,3,Female,0,Yes,Yes,12,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.25,274.7,No,Two year,None,Credit card (automatic),,2021-01-21 18:07:34
3689,5198-EFNBM,1,2,2,Male,1,Yes,No,57,Yes,No,No,Yes,Yes,No,Yes,No,Yes,90.65,5199.8,No,One year,Fiber optic,Electronic check,,2017-04-21 18:07:34
3690,5198-HQAEN,1,2,2,Male,0,Yes,Yes,35,Yes,No,No,Yes,No,Yes,Yes,No,Yes,89.7,3165.6,No,One year,Fiber optic,Electronic check,,2019-02-21 18:07:34
3691,5199-FPUSP,4,1,2,Male,0,No,Yes,33,No,No phone service,Yes,No,No,Yes,No,No,No,34.05,1113.95,No,One year,DSL,Credit card (automatic),,2019-04-21 18:07:34
3692,5201-CBWYG,3,3,2,Male,0,Yes,Yes,62,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.8,1476.25,No,One year,None,Bank transfer (automatic),,2016-11-21 18:07:34
3693,5201-FRKKS,3,2,1,Male,0,No,No,25,Yes,No,Yes,No,No,No,No,No,No,74.3,1952.25,No,Month-to-month,Fiber optic,Bank transfer (automatic),,2019-12-21 18:07:34
3694,5201-USSQZ,4,2,1,Female,0,Yes,No,26,Yes,No,No,No,No,Yes,No,Yes,No,85.9,2196.45,No,Month-to-month,Fiber optic,Credit card (automatic),,2019-11-21 18:07:34
3695,5202-IVJNU,4,1,1,Female,0,No,Yes,39,No,No phone service,No,No,Yes,No,No,No,No,30.1,1131.3,Yes,Month-to-month,DSL,Credit card (automatic),2022-01-31,2018-10-21 18:07:34
3696,5203-XEHAX,1,1,2,Female,0,No,No,34,Yes,No,Yes,Yes,No,No,No,Yes,No,64.35,2053.05,No,One year,DSL,Electronic check,,2019-03-21 18:07:34
3697,5204-HMGYF,2,1,2,Female,0,Yes,Yes,49,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,87.2,4345,No,One year,DSL,Mailed check,,2017-12-21 18:07:34
3698,5204-QZXPU,1,1,1,Male,0,No,No,19,No,No phone service,No,No,Yes,No,Yes,No,Yes,39.65,733.35,Yes,Month-to-month,DSL,Electronic check,2022-01-31,2020-06-21 18:07:34
3699,5206-HPJKM,4,1,1,Male,0,No,No,17,Yes,No,Yes,Yes,No,No,No,No,Yes,55.5,934.15,No,Month-to-month,DSL,Credit card (automatic),,2020-08-21 18:07:34
3700,5206-XZZQI,2,2,1,Male,0,No,No,53,Yes,No,No,Yes,No,Yes,No,No,Yes,80.6,4348.1,No,Month-to-month,Fiber optic,Mailed check,,2017-08-21 18:07:34
3701,5207-PLSTK,2,1,1,Male,0,Yes,Yes,1,Yes,No,Yes,No,No,No,No,No,Yes,48.75,48.75,No,Month-to-month,DSL,Mailed check,,2021-12-21 18:07:34
3702,5208-FVQKB,2,1,3,Male,0,Yes,No,70,Yes,No,Yes,Yes,No,Yes,No,Yes,No,67.95,4664.15,No,Two year,DSL,Mailed check,,2016-03-21 18:07:34
3703,5208-HFSBT,4,1,1,Female,0,No,No,2,Yes,No,No,Yes,No,Yes,No,No,Yes,55.05,102.75,Yes,Month-to-month,DSL,Credit card (automatic),2022-01-31,2021-11-21 18:07:34
3704,5213-TWWJU,1,2,1,Male,0,No,No,28,Yes,No,No,No,Yes,Yes,No,Yes,No,91.0,2626.15,No,Month-to-month,Fiber optic,Electronic check,,2019-09-21 18:07:34
3705,5214-CHIWJ,2,3,2,Male,0,No,No,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.3,595.05,No,One year,None,Mailed check,,2019-10-21 18:07:34
3706,5214-NLTIT,4,2,3,Male,0,Yes,Yes,72,Yes,Yes,No,No,Yes,No,No,Yes,Yes,90.8,6511.8,No,Two year,Fiber optic,Credit card (automatic),,2016-01-21 18:07:34
3707,5215-LNLDJ,1,1,1,Female,0,Yes,Yes,7,No,No phone service,No,No,No,No,No,No,Yes,24.7,149.05,No,Month-to-month,DSL,Electronic check,,2021-06-21 18:07:34
3708,5216-WASFJ,1,2,1,Female,1,Yes,No,31,Yes,Yes,No,No,No,No,No,Yes,Yes,84.85,2633.4,No,Month-to-month,Fiber optic,Electronic check,,2019-06-21 18:07:34
3709,5219-YIPTK,1,2,1,Female,0,Yes,No,33,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.4,3409.6,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2019-04-21 18:07:34
3710,5220-AGAAX,3,3,3,Male,0,Yes,Yes,68,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.0,1664.3,No,Two year,None,Bank transfer (automatic),,2016-05-21 18:07:34
3711,5222-IMUKT,1,2,1,Male,0,No,No,32,Yes,No,No,No,No,No,Yes,Yes,No,91.05,2871.5,No,Month-to-month,Fiber optic,Electronic check,,2019-05-21 18:07:34
3712,5222-JCXZT,2,3,1,Male,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.0,78.9,No,Month-to-month,None,Mailed check,,2021-09-21 18:07:34
3713,5223-UZAVK,4,2,2,Male,0,No,No,64,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,100.3,6603.8,No,One year,Fiber optic,Credit card (automatic),,2016-09-21 18:07:34
3714,5226-NOZFC,1,2,1,Male,0,No,No,26,Yes,No,No,Yes,No,No,Yes,No,Yes,85.75,2146.5,No,Month-to-month,Fiber optic,Electronic check,,2019-11-21 18:07:34
3715,5227-JSCFE,4,1,3,Male,1,Yes,No,71,No,No phone service,Yes,Yes,Yes,Yes,No,No,No,46.35,3353.4,No,Two year,DSL,Credit card (automatic),,2016-02-21 18:07:34
3716,5228-EXCET,1,2,1,Male,0,No,No,13,Yes,No,No,No,No,No,No,Yes,Yes,80.85,1008.7,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2020-12-21 18:07:34
3717,5229-DTFYB,3,2,3,Female,0,No,No,41,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,98.8,3959.15,No,Two year,Fiber optic,Bank transfer (automatic),,2018-08-21 18:07:34
3718,5229-PRWKT,1,2,1,Male,0,No,No,8,Yes,Yes,No,No,No,No,No,Yes,Yes,86.55,649.65,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-05-21 18:07:34
3719,5231-FIQPA,2,3,3,Female,0,No,No,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.85,810.45,No,Two year,None,Mailed check,,2018-08-21 18:07:34
3720,5232-NXPAY,2,1,3,Female,0,No,No,47,Yes,No,No,No,Yes,Yes,Yes,Yes,No,74.45,3510.3,No,Two year,DSL,Mailed check,,2018-02-21 18:07:34
3721,5233-AOZUF,1,2,1,Female,0,Yes,No,29,Yes,Yes,No,No,No,No,No,No,Yes,74.95,2149.05,No,Month-to-month,Fiber optic,Electronic check,,2019-08-21 18:07:34
3722,5233-GEEAX,1,1,1,Male,1,No,No,8,No,No phone service,No,No,Yes,No,No,No,Yes,29.4,221.9,Yes,Month-to-month,DSL,Electronic check,2022-01-31,2021-05-21 18:07:34
3723,5236-PERKL,3,2,3,Female,0,No,No,57,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,112.95,6465,Yes,Two year,Fiber optic,Bank transfer (automatic),2022-01-31,2017-04-21 18:07:34
3724,5236-XMZJY,3,1,1,Female,0,No,No,42,Yes,No,Yes,Yes,Yes,No,No,No,No,59.65,2536.55,No,Month-to-month,DSL,Bank transfer (automatic),,2018-07-21 18:07:34
3725,5240-CAOYT,3,2,1,Female,0,No,No,57,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,87.55,4884.85,No,Month-to-month,Fiber optic,Bank transfer (automatic),,2017-04-21 18:07:34
3726,5240-IJOQT,1,2,1,Male,1,No,No,1,Yes,Yes,No,No,No,No,No,No,Yes,74.7,74.7,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
3727,5242-UOWHD,2,3,3,Male,0,Yes,Yes,45,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.35,929.2,No,Two year,None,Mailed check,,2018-04-21 18:07:34
3728,5243-SAOTC,3,2,1,Male,0,No,No,54,Yes,Yes,No,Yes,No,No,No,No,Yes,79.85,4308.25,No,Month-to-month,Fiber optic,Bank transfer (automatic),,2017-07-21 18:07:34
3729,5244-IRFIH,1,2,1,Male,1,Yes,No,33,Yes,Yes,No,No,No,No,Yes,Yes,Yes,94.5,3105.55,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2019-04-21 18:07:34
3730,5245-VDBUR,2,1,2,Female,0,Yes,No,52,No,No phone service,Yes,No,Yes,No,No,No,No,35.45,1958.95,No,One year,DSL,Mailed check,,2017-09-21 18:07:34
3731,5248-KWLAR,1,1,3,Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,90.35,6325.25,No,Two year,DSL,Electronic check,,2016-02-21 18:07:34
3732,5248-RPYWW,3,1,3,Female,1,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,90.15,6716.45,No,Two year,DSL,Bank transfer (automatic),,2016-01-21 18:07:34
3733,5248-YGIJN,4,1,3,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,90.25,6369.45,No,Two year,DSL,Credit card (automatic),,2016-01-21 18:07:34
3734,5249-QYHEX,2,3,3,Female,0,Yes,Yes,40,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.8,1024.7,No,Two year,None,Mailed check,,2018-09-21 18:07:34
3735,5256-SKJGO,1,1,3,Female,0,Yes,Yes,64,No,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,54.6,3423.5,No,Two year,DSL,Electronic check,,2016-09-21 18:07:34
3736,5260-UMPWX,4,3,1,Female,0,Yes,Yes,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.25,493.95,No,Month-to-month,None,Credit card (automatic),,2019-11-21 18:07:34
3737,5261-QSHQM,1,1,1,Female,0,No,No,4,No,No phone service,No,No,No,No,No,No,Yes,24.45,86.6,Yes,Month-to-month,DSL,Electronic check,2022-01-31,2021-09-21 18:07:34
3738,5266-PFRQK,4,3,2,Male,0,Yes,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.85,1071.6,No,One year,None,Credit card (automatic),,2017-09-21 18:07:34
3739,5268-DSMNQ,4,2,2,Female,1,Yes,No,62,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,97.95,5936.55,No,One year,Fiber optic,Credit card (automatic),,2016-11-21 18:07:34
3740,5269-NRGDP,1,1,2,Male,0,Yes,Yes,42,Yes,No,No,No,Yes,Yes,Yes,Yes,No,73.15,3088.25,No,One year,DSL,Electronic check,,2018-07-21 18:07:34
3741,5271-DBYSJ,4,2,1,Male,1,No,No,11,Yes,No,No,No,No,No,No,Yes,Yes,79.15,827.7,No,Month-to-month,Fiber optic,Credit card (automatic),,2021-02-21 18:07:34
3742,5271-YNWVR,1,2,3,Male,0,Yes,Yes,68,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,113.15,7856,Yes,Two year,Fiber optic,Electronic check,2022-01-31,2016-05-21 18:07:34
3743,5274-XHAKY,3,2,1,Female,0,Yes,Yes,41,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,94.3,3893.6,No,Month-to-month,Fiber optic,Bank transfer (automatic),,2018-08-21 18:07:34
3744,5275-PMFUT,4,1,3,Male,0,Yes,Yes,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,64.8,4719.75,No,Two year,DSL,Credit card (automatic),,2016-01-21 18:07:34
3745,5275-SQEIZ,2,2,1,Male,0,No,No,1,Yes,No,No,No,No,No,No,Yes,Yes,80.85,80.85,Yes,Month-to-month,Fiber optic,Mailed check,2022-01-31,2021-12-21 18:07:34
3746,5276-KQWHG,1,2,1,Female,1,No,No,2,Yes,No,No,No,No,No,No,No,Yes,69.6,131.65,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-11-21 18:07:34
3747,5277-ZLOOR,1,2,1,Female,1,No,No,2,Yes,Yes,No,No,No,No,Yes,No,Yes,85.55,187.45,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-11-21 18:07:34
3748,5278-PNYOX,4,2,3,Female,0,No,No,49,Yes,No,No,No,Yes,Yes,Yes,Yes,No,100.65,4917.75,No,Two year,Fiber optic,Credit card (automatic),,2017-12-21 18:07:34
3749,5281-BUZGT,1,2,1,Male,1,No,No,36,Yes,Yes,Yes,No,No,No,Yes,No,Yes,90.85,3186.7,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2019-01-21 18:07:34
3750,5285-MVEHD,4,2,2,Female,0,Yes,No,56,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,105.6,6068.65,No,One year,Fiber optic,Credit card (automatic),,2017-05-21 18:07:34
3751,5286-YHCVC,3,2,3,Male,0,Yes,No,72,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.8,7470.1,No,Two year,Fiber optic,Bank transfer (automatic),,2016-01-21 18:07:34
3752,5287-QWLKY,4,2,1,Male,1,Yes,Yes,71,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,105.1,7548.1,Yes,Month-to-month,Fiber optic,Credit card (automatic),2022-01-31,2016-02-21 18:07:34
3753,5288-AHOUP,1,2,1,Male,1,No,No,11,Yes,No,No,No,No,No,No,Yes,Yes,78.5,874.2,No,Month-to-month,Fiber optic,Electronic check,,2021-02-21 18:07:34
3754,5293-WXJAK,3,2,1,Female,1,Yes,No,11,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,104.05,1133.65,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),2022-01-31,2021-02-21 18:07:34
3755,5294-CDGWY,1,1,2,Male,0,Yes,Yes,51,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,No,59.3,3014.65,Yes,One year,DSL,Electronic check,2022-01-31,2017-10-21 18:07:34
3756,5294-DMSFH,4,2,1,Female,0,Yes,Yes,29,Yes,No,No,No,No,No,Yes,Yes,Yes,87.8,2621.75,No,Month-to-month,Fiber optic,Credit card (automatic),,2019-08-21 18:07:34
3757,5294-IMHHT,3,2,2,Male,0,Yes,No,53,Yes,Yes,No,Yes,No,Yes,No,Yes,No,97.75,5043.2,No,One year,Fiber optic,Bank transfer (automatic),,2017-08-21 18:07:34
3758,5295-PCJOO,1,1,1,Male,0,No,Yes,4,Yes,No,Yes,No,No,No,No,No,Yes,49.4,184.4,Yes,Month-to-month,DSL,Electronic check,2022-01-31,2021-09-21 18:07:34
3759,5296-BFCYD,2,3,3,Male,0,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.1,936.85,No,Two year,None,Mailed check,,2018-03-21 18:07:34
3760,5296-PSYVW,1,3,3,Female,0,Yes,No,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.55,1750.7,No,Two year,None,Electronic check,,2016-01-21 18:07:34
3761,5297-MDOIR,4,2,2,Female,0,Yes,No,63,Yes,No,Yes,No,Yes,No,No,No,Yes,81.15,5224.5,No,One year,Fiber optic,Credit card (automatic),,2016-10-21 18:07:34
3762,5298-GSTLM,3,2,2,Female,1,No,No,60,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,101.4,6176.6,No,One year,Fiber optic,Bank transfer (automatic),,2017-01-21 18:07:34
3763,5299-RULOA,1,2,1,Female,0,Yes,Yes,10,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,100.25,1064.65,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-03-21 18:07:34
3764,5299-SJCZT,3,2,1,Male,0,No,No,3,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,101.55,298.35,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),2022-01-31,2021-10-21 18:07:34
3765,5301-GAUUY,3,2,1,Male,0,No,No,32,Yes,Yes,No,Yes,No,No,No,No,Yes,80.35,2596.15,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),2022-01-31,2019-05-21 18:07:34
3766,5302-BDJNT,1,2,1,Male,0,No,No,35,Yes,Yes,No,No,Yes,Yes,Yes,No,No,95.5,3418.2,No,Month-to-month,Fiber optic,Electronic check,,2019-02-21 18:07:34
3767,5304-EFJLP,3,2,3,Male,1,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,111.65,8022.85,No,Two year,Fiber optic,Bank transfer (automatic),,2016-01-21 18:07:34
3768,5306-BVTKJ,4,1,2,Male,0,Yes,Yes,48,Yes,No,No,Yes,Yes,No,No,No,Yes,55.8,2651.2,No,One year,DSL,Credit card (automatic),,2018-01-21 18:07:34
3769,5307-DZCVC,4,2,1,Female,1,Yes,No,32,Yes,Yes,No,No,No,No,Yes,No,Yes,85.95,2628.6,Yes,Month-to-month,Fiber optic,Credit card (automatic),2022-01-31,2019-05-21 18:07:34
3770,5307-UVGNB,3,1,1,Female,0,Yes,Yes,53,No,No phone service,Yes,Yes,Yes,No,No,Yes,Yes,48.7,2495.2,No,Month-to-month,DSL,Bank transfer (automatic),,2017-08-21 18:07:34
3771,5309-TAIKL,3,1,1,Female,0,No,No,7,Yes,No,No,No,Yes,Yes,No,Yes,No,62.8,418.3,No,Month-to-month,DSL,Bank transfer (automatic),,2021-06-21 18:07:34
3772,5310-NOOVA,1,3,3,Male,0,No,No,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,907.05,No,Two year,None,Electronic check,,2018-03-21 18:07:34
3773,5311-IHLEI,3,1,1,Male,0,No,No,12,No,No phone service,Yes,Yes,No,Yes,Yes,No,Yes,50.95,605.75,No,Month-to-month,DSL,Bank transfer (automatic),,2021-01-21 18:07:34
3774,5312-IRCFR,1,2,2,Female,0,Yes,Yes,64,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,92.85,5980.75,No,One year,Fiber optic,Electronic check,,2016-09-21 18:07:34
3775,5312-TSZVC,2,3,2,Female,0,No,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,270.6,No,One year,None,Mailed check,,2020-10-21 18:07:34
3776,5312-UXESG,3,2,1,Female,0,No,No,41,Yes,Yes,No,No,Yes,No,Yes,Yes,No,98.05,3990.6,No,Month-to-month,Fiber optic,Bank transfer (automatic),,2018-08-21 18:07:34
3777,5313-FPXWG,3,3,2,Male,0,No,No,51,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.6,1266.4,No,One year,None,Bank transfer (automatic),,2017-10-21 18:07:34
3778,5315-CKEQK,1,1,2,Male,1,Yes,Yes,28,Yes,Yes,No,No,No,No,No,No,Yes,51.0,1381.8,No,One year,DSL,Electronic check,,2019-09-21 18:07:34
3779,5317-FLPJF,3,1,3,Female,0,No,No,66,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,Yes,61.35,4193.4,No,Two year,DSL,Bank transfer (automatic),,2016-07-21 18:07:34
3780,5318-IXUZF,3,2,1,Female,0,No,No,2,Yes,No,No,Yes,No,No,Yes,No,Yes,87.15,183.75,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),2022-01-31,2021-11-21 18:07:34
3781,5318-YKDPV,4,1,3,Male,0,Yes,Yes,43,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,79.15,3566.6,No,Two year,DSL,Credit card (automatic),,2018-06-21 18:07:34
3782,5320-BRKGK,2,1,3,Female,0,Yes,Yes,58,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,75.8,4415.75,No,Two year,DSL,Mailed check,,2017-03-21 18:07:34
